angularjs,229.5102,0.3128
angular_minjs,175.2904,0.4931
everything_es2015_mjs,6.1213,0.0131
everything_es2015_sjs,5.6905,0.0200
everything_es5js,3.1631,0.0043
jqjs,109.4477,0.2310
jq_minjs,89.9599,0.2278
reactjs,29.9170,0.0912
react_domjs,233.8107,0.4438
react_dom_minjs,98.4060,0.1894
react_minjs,11.3002,0.0356
vuejs,135.8106,0.2960
vue_minjs,95.5974,0.1877
